# N1000A DCA-X Waveform Capture
# Timestamp: 2025-08-01 10:07:06
# Instrument: Keysight Technologies,N1000A,MY64350173,A.07.60.209
# Channel: CHAN1A
# X Increment: 1e-12
# X Origin: 0
# Y Increment: 0.001
# Y Origin: 0
# Y Reference: 0
# Number of Points: 1000
#
Time(s),Voltage(V)
7.390000000000e-10,1.168158e-01
7.400000000000e-10,3.078936e-01
7.410000000000e-10,-3.487615e-02
7.420000000000e-10,1.153412e-01
7.430000000000e-10,1.084468e-01
7.440000000000e-10,-2.517701e-02
7.450000000000e-10,-8.192690e-03
7.460000000000e-10,1.294808e-01
7.470000000000e-10,1.496091e-01
7.480000000000e-10,-4.032798e-02
7.490000000000e-10,-1.220124e-01
7.500000000000e-10,3.042351e-02
7.510000000000e-10,-9.208397e-02
7.520000000000e-10,3.701512e-02
7.530000000000e-10,-5.705836e-02
7.540000000000e-10,2.357705e-02
7.550000000000e-10,4.551515e-02
7.560000000000e-10,1.284644e-01
7.570000000000e-10,1.591749e-01
7.580000000000e-10,1.733825e-01
7.590000000000e-10,1.686475e-02
7.600000000000e-10,2.793881e-03
7.610000000000e-10,4.395198e-02
7.620000000000e-10,5.222248e-02
7.630000000000e-10,2.638245e-02
7.640000000000e-10,-5.498502e-02
7.650000000000e-10,-5.619115e-02
7.660000000000e-10,1.417519e-01
7.670000000000e-10,-1.454711e-01
7.680000000000e-10,-1.598082e-01
7.690000000000e-10,7.148440e-03
7.700000000000e-10,6.282639e-02
7.710000000000e-10,-2.301666e-01
7.720000000000e-10,5.803866e-02
7.730000000000e-10,-5.024756e-02
7.740000000000e-10,1.021646e-01
7.750000000000e-10,-7.349771e-02
7.760000000000e-10,1.492092e-02
7.770000000000e-10,4.966957e-02
7.780000000000e-10,3.682566e-02
7.790000000000e-10,3.563108e-02
7.800000000000e-10,-8.392452e-02
7.810000000000e-10,-8.122286e-02
7.820000000000e-10,7.325238e-02
7.830000000000e-10,-1.851151e-01
7.840000000000e-10,1.298730e-01
7.850000000000e-10,-3.250389e-02
7.860000000000e-10,3.393073e-02
7.870000000000e-10,8.172962e-02
7.880000000000e-10,6.086199e-02
7.890000000000e-10,-1.887504e-02
7.900000000000e-10,-1.018836e-01
7.910000000000e-10,1.784459e-01
7.920000000000e-10,1.103202e-01
7.930000000000e-10,5.161842e-02
7.940000000000e-10,-1.772843e-02
7.950000000000e-10,5.000847e-02
7.960000000000e-10,-9.263019e-02
7.970000000000e-10,-1.871826e-01
7.980000000000e-10,1.648873e-01
7.990000000000e-10,-6.907176e-02
8.000000000000e-10,-2.351597e-02
8.010000000000e-10,-1.646825e-01
8.020000000000e-10,1.168848e-01
8.030000000000e-10,-1.368359e-01
8.040000000000e-10,-9.701415e-02
8.050000000000e-10,3.064946e-02
8.060000000000e-10,-3.669153e-02
8.070000000000e-10,-6.012357e-02
8.080000000000e-10,4.412751e-02
8.090000000000e-10,7.543797e-03
8.100000000000e-10,1.643786e-01
8.110000000000e-10,5.048788e-03
8.120000000000e-10,-6.207253e-02
8.130000000000e-10,-4.357532e-02
8.140000000000e-10,9.745732e-02
8.150000000000e-10,1.754526e-01
8.160000000000e-10,9.234258e-02
8.170000000000e-10,-6.923046e-02
8.180000000000e-10,1.129639e-01
8.190000000000e-10,-6.728822e-02
8.200000000000e-10,2.335106e-01
8.210000000000e-10,-3.630241e-02
8.220000000000e-10,6.482195e-02
8.230000000000e-10,-6.378647e-02
8.240000000000e-10,-3.841193e-02
8.250000000000e-10,-3.784426e-02
8.260000000000e-10,4.096733e-02
8.270000000000e-10,1.513104e-01
8.280000000000e-10,4.842350e-02
8.290000000000e-10,-1.986259e-01
8.300000000000e-10,-2.793775e-02
8.310000000000e-10,-2.587511e-02
8.320000000000e-10,-1.609725e-01
8.330000000000e-10,3.084914e-03
8.340000000000e-10,1.624012e-01
8.350000000000e-10,-3.190578e-02
8.360000000000e-10,4.830566e-03
8.370000000000e-10,-3.805736e-03
8.380000000000e-10,5.544237e-02
8.390000000000e-10,7.062080e-02
8.400000000000e-10,1.376019e-01
8.410000000000e-10,-1.873194e-01
8.420000000000e-10,-1.612551e-02
8.430000000000e-10,3.389580e-02
8.440000000000e-10,1.919148e-01
8.450000000000e-10,-2.799211e-02
8.460000000000e-10,-3.561737e-02
8.470000000000e-10,6.883010e-02
8.480000000000e-10,-6.274909e-03
8.490000000000e-10,-4.661323e-02
8.500000000000e-10,-7.381705e-02
8.510000000000e-10,5.890988e-03
8.520000000000e-10,1.589099e-01
8.530000000000e-10,1.764291e-02
8.540000000000e-10,-4.239184e-02
8.550000000000e-10,-2.188424e-02
8.560000000000e-10,-4.073260e-02
8.570000000000e-10,2.285467e-01
8.580000000000e-10,3.800371e-02
8.590000000000e-10,7.874532e-02
8.600000000000e-10,1.642148e-01
8.610000000000e-10,1.959994e-01
8.620000000000e-10,-6.636792e-02
8.630000000000e-10,7.471094e-02
8.640000000000e-10,6.846853e-02
8.650000000000e-10,-2.216692e-02
8.660000000000e-10,2.545598e-02
8.670000000000e-10,7.588738e-03
8.680000000000e-10,-9.334343e-03
8.690000000000e-10,-1.179607e-01
8.700000000000e-10,-5.759856e-02
8.710000000000e-10,1.007272e-01
8.720000000000e-10,-1.458680e-01
8.730000000000e-10,1.054733e-01
8.740000000000e-10,-1.082317e-01
8.750000000000e-10,1.818576e-01
8.760000000000e-10,-4.956836e-02
8.770000000000e-10,8.415206e-02
8.780000000000e-10,-2.074766e-01
8.790000000000e-10,3.642467e-02
8.800000000000e-10,1.149414e-01
8.810000000000e-10,7.945334e-02
8.820000000000e-10,-9.892290e-02
8.830000000000e-10,4.479151e-02
8.840000000000e-10,-7.855535e-02
8.850000000000e-10,-6.672518e-02
8.860000000000e-10,-1.290325e-01
8.870000000000e-10,-2.153480e-01
8.880000000000e-10,-9.529093e-02
8.890000000000e-10,5.438742e-02
8.900000000000e-10,-8.422696e-02
8.910000000000e-10,-1.263758e-01
8.920000000000e-10,9.180201e-04
8.930000000000e-10,1.581170e-01
8.940000000000e-10,2.075438e-01
8.950000000000e-10,3.760849e-02
8.960000000000e-10,-3.855231e-02
8.970000000000e-10,1.914226e-01
8.980000000000e-10,1.298118e-01
8.990000000000e-10,-1.915838e-02
9.000000000000e-10,-7.181259e-02
9.010000000000e-10,1.580109e-01
9.020000000000e-10,1.523943e-01
9.030000000000e-10,1.228518e-02
9.040000000000e-10,-3.800359e-02
9.050000000000e-10,-3.806079e-03
9.060000000000e-10,-5.624323e-02
9.070000000000e-10,-2.196603e-01
9.080000000000e-10,7.935051e-02
9.090000000000e-10,-7.089920e-02
9.100000000000e-10,1.233568e-01
9.110000000000e-10,6.396142e-02
9.120000000000e-10,1.326295e-01
9.130000000000e-10,-3.453682e-01
9.140000000000e-10,1.058093e-01
9.150000000000e-10,8.025668e-02
9.160000000000e-10,-1.697231e-02
9.170000000000e-10,8.654589e-02
9.180000000000e-10,-1.198169e-02
9.190000000000e-10,-3.315777e-02
9.200000000000e-10,1.934899e-02
9.210000000000e-10,-4.086128e-02
9.220000000000e-10,1.715355e-01
9.230000000000e-10,-1.729457e-01
9.240000000000e-10,-1.980283e-01
9.250000000000e-10,7.439540e-02
9.260000000000e-10,1.477596e-01
9.270000000000e-10,-9.597157e-02
9.280000000000e-10,-1.243052e-01
9.290000000000e-10,-8.814724e-02
9.300000000000e-10,1.164262e-02
9.310000000000e-10,5.657261e-02
9.320000000000e-10,1.693662e-01
9.330000000000e-10,1.257470e-01
9.340000000000e-10,2.244410e-02
9.350000000000e-10,-2.822745e-02
9.360000000000e-10,-1.027284e-02
9.370000000000e-10,-3.776280e-02
9.380000000000e-10,-7.693504e-02
9.390000000000e-10,-1.051860e-01
9.400000000000e-10,-1.810455e-01
9.410000000000e-10,-1.119882e-01
9.420000000000e-10,7.713274e-02
9.430000000000e-10,-1.551305e-01
9.440000000000e-10,4.306467e-02
9.450000000000e-10,-1.200745e-02
9.460000000000e-10,5.591604e-02
9.470000000000e-10,-3.529839e-02
9.480000000000e-10,-2.143522e-02
9.490000000000e-10,-1.912656e-01
9.500000000000e-10,1.075843e-01
9.510000000000e-10,-2.150207e-01
9.520000000000e-10,-1.594045e-01
9.530000000000e-10,-1.311061e-02
9.540000000000e-10,-1.854126e-01
9.550000000000e-10,-3.366239e-02
9.560000000000e-10,-1.812842e-02
9.570000000000e-10,2.962139e-02
9.580000000000e-10,-9.385405e-02
9.590000000000e-10,1.125192e-02
9.600000000000e-10,1.987673e-02
9.610000000000e-10,5.553034e-02
9.620000000000e-10,-6.451772e-02
9.630000000000e-10,1.208644e-01
9.640000000000e-10,-2.555201e-01
9.650000000000e-10,-6.425020e-02
9.660000000000e-10,4.282863e-02
9.670000000000e-10,3.316779e-02
9.680000000000e-10,-2.208813e-01
9.690000000000e-10,-1.485605e-01
9.700000000000e-10,-1.679707e-02
9.710000000000e-10,2.722766e-02
9.720000000000e-10,-1.295080e-02
9.730000000000e-10,5.584807e-02
9.740000000000e-10,-6.175456e-02
9.750000000000e-10,-3.698471e-02
9.760000000000e-10,-6.368621e-02
9.770000000000e-10,9.834682e-03
9.780000000000e-10,-8.215595e-02
9.790000000000e-10,-1.698876e-01
9.800000000000e-10,-1.345838e-01
9.810000000000e-10,1.894389e-01
9.820000000000e-10,1.234653e-01
9.830000000000e-10,-4.808683e-02
9.840000000000e-10,1.388659e-01
9.850000000000e-10,1.020528e-01
9.860000000000e-10,4.148524e-02
9.870000000000e-10,3.955621e-02
9.880000000000e-10,-1.950701e-01
9.890000000000e-10,5.398614e-02
9.900000000000e-10,-7.059881e-02
9.910000000000e-10,-6.765811e-02
9.920000000000e-10,-6.240827e-02
9.930000000000e-10,9.833873e-02
9.940000000000e-10,-4.751245e-02
9.950000000000e-10,-4.076874e-02
9.960000000000e-10,-1.882214e-02
9.970000000000e-10,-1.696626e-01
9.980000000000e-10,3.165327e-02
9.990000000000e-10,-1.420680e-01
